0,1,2,3
2,26,173.5,381.0
0,0,170.0,408.5
1,16,248.5,296.5
2,26,153.0,424.5
0,0,173.5,341.5
1,16,256.5,213.0
2,26,153.0,360.5
0,0,130.0,361.5
1,16,241.0,234.0
2,26,109.5,381.0
0,0,157.5,373.0
1,16,257.5,268.5
2,26,137.0,389.5
0,0,141.5,354.0
1,16,253.0,224.5
2,26,121.5,377.5
0,0,141.5,389.5
1,16,249.5,278.0
2,26,121.5,410.0
0,0,153.5,369.5
1,16,238.0,265.5
2,26,130.0,386.0
0,0,193.0,341.0
1,16,252.5,210.0
2,26,177.5,357.5
0,0,141.5,373.5
1,16,249.0,282.0
2,26,121.0,384.5
0,0,145.5,342.5
1,16,238.0,221.5
2,26,125.5,357.5
0,0,169.5,401.0
1,16,253.5,268.5
2,26,149.0,421.5
0,0,145.5,329.0
1,16,249.5,217.5
2,26,128.5,345.0
0,0,121.5,374.0
1,16,244.5,269.5
2,26,105.0,389.0
0,0,157.5,361.0
1,16,249.5,228.5
2,26,141.0,385.0
0,0,173.0,381.5
1,16,249.5,264.5
2,26,153.0,400.5
0,0,153.5,361.0
1,16,245.0,270.0
2,26,137.0,372.5
0,0,166.0,325.0
1,16,245.5,205.0
2,26,149.5,341.5
0,0,181.0,317.5
1,16,253.0,193.5
2,26,165.0,333.0
0,0,177.0,360.5
1,16,254.0,210.0
2,26,161.0,377.0
0,0,170.0,382.0
1,16,241.5,261.0
2,26,149.5,398.0
0,0,197.0,376.0
1,16,257.5,265.5
2,26,180.5,392.5
0,0,157.0,352.5
1,16,257.0,229.5
2,26,138.0,370.0
0,0,165.0,345.0
1,16,258.0,224.5
2,26,145.0,361.5
0,0,165.0,357.0
1,16,249.0,224.5
2,26,145.5,377.0
0,0,161.5,361.5
1,16,253.0,268.5
2,26,145.5,373.5
0,0,145.5,373.5
1,16,248.5,269.0
2,26,125.0,389.0
0,0,153.0,376.5
1,16,246.0,277.5
2,26,133.5,390.0
0,0,153.5,386.0
1,16,260.5,277.5
2,26,133.0,405.0
0,0,158.0,353.0
1,16,257.5,228.5
2,26,141.0,369.5
0,0,149.5,372.5
1,16,238.0,265.5
2,26,133.0,385.0
0,0,160.5,324.0
1,16,256.5,202.0
2,26,141.5,338.0
0,0,164.5,364.5
1,16,238.0,260.5
2,26,145.5,377.5
0,0,182.0,397.5
1,16,249.5,269.5
2,26,165.0,417.0
0,0,137.5,373.0
1,16,242.0,277.0
2,26,117.0,385.0
0,0,129.0,369.0
1,16,237.5,278.0
2,26,109.0,381.5
0,0,149.5,389.5
1,16,254.0,284.5
2,26,129.5,409.5
0,0,136.5,333.0
1,16,236.5,214.0
2,26,117.5,345.5
0,0,109.0,332.5
1,16,233.0,214.0
2,26,89.5,353.5
0,0,126.0,333.0
1,16,238.0,209.0
2,26,109.5,353.5
0,0,145.5,317.5
1,16,257.0,193.5
2,26,129.5,333.5
0,0,118.0,298.0
1,16,233.0,192.5
2,26,105.0,312.5
0,0,128.5,300.0
1,16,241.5,197.5
2,26,105.5,313.0
0,0,141.5,353.0
1,16,250.0,217.0
2,26,125.5,369.0
0,0,114.0,333.0
1,16,241.5,217.0
2,26,97.5,349.0
0,0,158.0,325.5
1,16,250.0,204.0
2,26,141.5,341.5
0,0,150.0,329.5
1,16,248.0,210.5
2,26,133.5,346.0
0,0,165.0,312.5
1,16,252.5,186.0
2,26,149.0,326.0
0,0,157.5,329.0
1,16,241.5,197.0
2,26,141.5,353.5
0,0,129.5,328.5
1,16,234.0,213.0
2,26,113.0,345.0
0,0,145.0,324.5
1,16,249.5,201.0
2,26,129.5,334.0
0,0,145.0,328.5
1,16,229.5,212.0
2,26,129.5,344.5
0,0,161.0,328.5
1,16,257.5,197.5
2,26,145.0,345.0
0,0,136.5,317.0
1,16,237.0,204.5
2,26,117.0,333.0
0,0,130.0,330.0
1,16,234.0,212.5
2,26,112.5,348.5
0,0,129.5,328.5
1,16,234.0,213.0
2,26,113.0,345.0
0,0,153.0,316.5
1,16,246.0,202.0
2,26,137.0,333.0
0,0,166.0,329.5
1,16,246.0,202.0
2,26,149.5,349.0
0,0,145.0,324.5
1,16,249.0,204.5
2,26,125.0,341.0
0,0,153.0,333.0
1,16,249.5,212.5
2,26,137.5,345.5
0,0,149.0,325.5
1,16,252.5,210.0
2,26,129.5,337.5
0,0,154.0,337.0
1,16,249.5,209.0
2,26,137.5,354.0
0,0,149.5,337.0
1,16,241.0,210.0
2,26,132.5,353.5
0,0,153.5,333.0
1,16,241.0,209.0
2,26,137.0,353.0
0,0,137.0,309.5
1,16,228.5,196.0
2,26,117.0,325.5
0,0,133.0,309.0
1,16,229.0,196.5
2,26,113.0,325.5
0,0,157.0,349.0
1,16,262.0,213.5
2,26,141.0,369.5
0,0,164.5,348.5
1,16,269.0,209.0
2,26,148.5,369.5
0,0,169.5,336.5
1,16,257.5,213.0
2,26,153.5,353.5
0,0,136.5,345.0
1,16,234.0,213.0
2,26,120.5,361.0
0,0,129.0,348.5
1,16,236.5,221.5
2,26,113.5,365.0
0,0,173.0,340.5
1,16,258.0,208.5
2,26,157.5,357.5
0,0,157.0,340.5
1,16,246.5,209.5
2,26,141.5,361.0
0,0,145.5,321.5
1,16,242.5,209.0
2,26,129.0,337.0
0,0,126.0,309.0
1,16,234.0,208.5
2,26,108.5,325.0
0,0,142.0,306.0
1,16,241.5,192.5
2,26,121.5,318.0
0,0,148.5,309.5
1,16,245.5,193.0
2,26,129.5,321.5
0,0,142.0,332.5
1,16,249.5,202.0
2,26,125.5,348.5
0,0,141.5,332.5
1,16,250.0,205.0
2,26,125.5,349.0
0,0,169.0,349.0
1,16,245.0,213.5
2,26,157.0,365.0
0,0,154.0,333.0
1,16,254.0,212.5
2,26,141.0,349.0
0,0,138.5,318.0
1,16,238.0,196.5
2,26,121.5,337.0
0,0,150.0,317.5
1,16,250.0,193.0
2,26,133.5,333.5
0,0,150.0,329.5
1,16,241.0,204.0
2,26,133.0,349.0
0,0,168.5,344.0
1,16,249.0,208.5
2,26,153.0,361.0
0,0,137.5,325.5
1,16,242.0,209.0
2,26,117.5,341.5
0,0,158.0,337.5
1,16,249.5,200.5
2,26,144.5,353.0
0,0,168.5,348.5
1,16,246.0,209.5
2,26,153.0,365.0
0,0,138.0,329.5
1,16,240.5,197.0
2,26,117.5,349.0
0,0,157.0,322.0
1,16,253.0,196.5
2,26,141.0,337.0
0,0,150.0,333.0
1,16,250.0,208.5
2,26,133.5,346.0
0,0,116.5,328.5
1,16,236.5,216.5
2,26,101.0,341.0
0,0,133.0,308.5
1,16,238.0,194.0
2,26,113.5,325.0
0,0,145.0,320.5
1,16,245.0,201.5
2,26,128.5,336.5
0,0,165.0,324.5
1,16,258.0,193.0
2,26,149.5,337.5
0,0,165.5,329.0
1,16,264.5,198.0
2,26,149.5,345.5
0,0,149.5,333.5
1,16,250.0,209.0
2,26,130.0,350.0
0,0,145.5,329.0
1,16,245.5,200.5
2,26,129.0,345.0
0,0,165.0,321.0
1,16,261.0,196.5
2,26,149.0,337.5
0,0,150.0,314.0
1,16,257.5,197.0
2,26,132.5,333.0
0,0,154.0,325.5
1,16,241.0,202.0
2,26,137.0,345.5
0,0,158.0,321.5
1,16,244.5,200.5
2,26,141.5,341.5
0,0,161.5,324.5
1,16,252.5,205.5
2,26,145.0,338.0
0,0,141.5,308.5
1,16,242.0,193.5
2,26,120.5,321.0
0,0,152.5,329.5
1,16,244.5,201.5
2,26,136.5,345.5
0,0,146.0,329.0
1,16,241.5,197.0
2,26,133.0,344.5
0,0,142.0,314.0
1,16,244.0,192.5
2,26,125.0,330.0
0,0,150.0,317.5
1,16,244.5,194.0
2,26,136.5,333.0
0,0,145.5,314.0
1,16,245.5,197.0
2,26,129.5,329.0
0,0,173.0,341.0
1,16,261.0,212.5
2,26,157.0,357.5
0,0,141.0,341.5
1,16,241.0,220.5
2,26,121.0,357.0
0,0,165.5,321.5
1,16,245.0,194.0
2,26,149.5,337.5
0,0,145.0,313.5
1,16,237.0,193.0
2,26,125.5,330.0
0,0,153.0,321.5
1,16,257.0,204.5
2,26,133.5,337.0
0,0,148.5,317.0
1,16,250.0,197.0
2,26,129.5,329.5
0,0,161.0,329.0
1,16,253.0,196.5
2,26,145.5,341.5
0,0,168.5,340.5
1,16,257.5,196.5
2,26,153.0,357.5
0,0,152.5,336.5
1,16,249.5,216.5
2,26,133.0,353.0
0,0,153.0,336.0
1,16,245.0,217.0
2,26,133.0,353.0
0,0,148.5,344.5
1,16,248.5,220.5
2,26,125.5,365.0
0,0,148.5,341.5
1,16,250.5,216.5
2,26,128.5,360.0
0,0,169.0,325.0
1,16,265.5,197.0
2,26,150.0,346.0
0,0,185.5,333.5
1,16,273.0,201.5
2,26,169.0,353.5
0,0,149.5,309.0
1,16,241.0,193.0
2,26,133.0,325.5
0,0,129.5,309.0
1,16,232.5,197.5
2,26,113.0,325.0
0,0,161.0,337.0
1,16,250.5,209.0
2,26,145.5,350.0
0,0,141.5,322.0
1,16,246.0,208.5
2,26,125.0,336.5
0,0,165.5,317.0
1,16,252.5,193.0
2,26,149.0,333.0
0,0,154.5,333.0
1,16,245.5,212.5
2,26,137.5,350.0
0,0,161.0,321.0
1,16,256.5,204.5
2,26,145.0,341.0
0,0,149.5,296.5
1,16,249.5,185.5
2,26,133.0,313.5
0,0,153.5,312.5
1,16,249.5,197.5
2,26,137.5,326.0
0,0,149.5,308.5
1,16,245.0,192.0
2,26,133.0,321.5
0,0,205.5,340.5
1,16,269.0,209.0
2,26,190.0,357.5
0,0,176.5,333.5
1,16,253.5,206.0
2,26,160.5,349.5
0,0,153.5,328.5
1,16,238.0,206.0
2,26,136.5,345.0
0,0,125.0,306.0
1,16,245.0,196.5
2,26,105.5,321.0
0,0,137.0,313.5
1,16,245.0,196.0
2,26,117.0,329.0
0,0,181.5,333.5
1,16,252.5,213.0
2,26,165.5,353.5
0,0,176.5,333.5
1,16,258.0,216.5
2,26,158.0,350.0
0,0,173.5,344.5
1,16,254.0,216.5
2,26,157.0,361.5
0,0,152.5,341.5
1,16,254.0,226.0
2,26,133.0,357.5
0,0,161.0,324.5
1,16,261.5,212.5
2,26,141.5,341.0
0,0,169.0,340.5
1,16,266.0,213.0
2,26,149.5,357.5
0,0,158.0,345.5
1,16,256.5,209.5
2,26,137.5,362.0
0,0,177.5,342.0
1,16,265.0,224.5
2,26,160.5,356.5
0,0,185.5,345.0
1,16,268.5,224.5
2,26,169.0,360.5
0,0,164.5,324.0
1,16,256.5,212.5
2,26,145.5,337.5
0,0,157.5,333.5
1,16,257.5,214.0
2,26,141.0,349.0
0,0,176.5,344.5
1,16,265.5,218.0
2,26,157.0,362.0
0,0,166.0,341.0
1,16,258.0,217.0
2,26,145.5,358.0
0,0,181.5,357.0
1,16,261.5,218.5
2,26,165.5,377.5
0,0,165.5,326.0
1,16,257.5,212.5
2,26,149.0,341.5
0,0,174.0,337.5
1,16,264.5,218.0
2,26,153.5,353.5
0,0,161.0,338.0
1,16,264.5,221.5
2,26,141.5,350.0
0,0,173.5,344.5
1,16,252.5,221.0
2,26,156.5,365.0
0,0,160.5,345.0
1,16,245.0,222.0
2,26,141.5,365.0
0,0,165.5,341.5
1,16,257.0,220.0
2,26,149.0,357.5
0,0,173.5,333.0
1,16,261.5,209.0
2,26,157.0,349.0
0,0,166.0,334.0
1,16,248.5,220.5
2,26,149.0,349.5
0,0,184.5,332.5
1,16,256.5,212.5
2,26,165.5,349.5
0,0,172.5,332.5
1,16,254.0,213.5
2,26,153.5,349.5
0,0,173.5,333.0
1,16,257.5,213.0
2,26,153.5,350.0
0,0,150.0,322.5
1,16,245.0,214.5
2,26,132.5,337.0
0,0,161.5,337.5
1,16,249.0,221.0
2,26,145.0,353.0
0,0,158.0,386.0
1,16,236.5,276.0
2,26,141.5,401.5
0,0,185.5,349.5
1,16,265.5,220.5
2,26,169.5,366.0
0,0,161.0,318.0
1,16,256.5,221.0
2,26,141.0,333.0
0,0,173.5,345.5
1,16,273.5,222.0
2,26,157.0,364.5
0,0,161.5,334.0
1,16,261.0,205.5
2,26,142.0,350.0
0,0,162.0,373.5
1,16,258.0,240.5
2,26,145.0,393.5
0,0,160.5,324.5
1,16,257.5,212.5
2,26,141.0,338.0
0,0,169.0,333.0
1,16,249.5,213.0
2,26,152.5,350.0
0,0,173.5,342.0
1,16,250.0,217.5
2,26,157.5,357.5
0,0,174.0,332.5
1,16,264.5,217.5
2,26,157.0,348.5
0,0,173.0,357.0
1,16,261.0,229.5
2,26,156.5,373.0
0,0,165.5,341.5
1,16,249.5,217.0
2,26,149.0,357.5
0,0,169.0,337.5
1,16,262.0,212.5
2,26,149.5,350.0
0,0,169.0,325.0
1,16,257.0,210.0
2,26,152.5,341.0
0,0,170.0,373.5
1,16,248.5,265.5
2,26,153.0,389.0
0,0,169.0,385.5
1,16,253.0,272.5
2,26,153.5,401.0
0,0,157.5,373.5
1,16,241.5,265.5
2,26,142.0,389.0
0,0,174.0,346.0
1,16,252.5,218.0
2,26,157.5,362.0
0,0,168.5,340.5
1,16,254.0,214.5
2,26,149.0,357.0
0,0,174.0,321.5
1,16,262.0,216.5
2,26,157.0,338.0
0,0,165.5,325.0
1,16,253.5,217.0
2,26,149.0,341.0
0,0,173.0,321.5
1,16,261.5,212.0
2,26,156.5,341.0
0,0,153.0,370.0
1,16,253.0,273.0
2,26,133.0,385.0
0,0,157.0,389.5
1,16,245.5,276.5
2,26,137.5,405.5
0,0,185.0,350.0
1,16,270.0,221.5
2,26,165.0,368.5
0,0,181.5,325.0
1,16,261.5,208.0
2,26,165.0,345.5
0,0,160.5,336.5
1,16,253.0,220.5
2,26,141.5,350.0
0,0,169.5,332.5
1,16,264.5,220.5
2,26,153.0,346.0
0,0,149.5,341.5
1,16,261.0,226.0
2,26,129.0,361.0
0,0,165.0,328.5
1,16,261.5,212.5
2,26,148.5,344.5
0,0,185.0,354.0
1,16,270.0,225.0
2,26,168.5,372.5
0,0,173.5,345.5
1,16,266.0,221.0
2,26,156.5,361.0
0,0,177.0,333.5
1,16,265.5,212.5
2,26,161.0,349.5
0,0,146.0,318.0
1,16,250.0,206.0
2,26,128.5,333.5
0,0,165.0,317.5
1,16,253.5,201.5
2,26,144.5,336.5
0,0,161.0,344.5
1,16,253.0,220.5
2,26,141.0,361.5
0,0,189.0,345.5
1,16,274.0,225.5
2,26,169.0,365.0
0,0,166.0,441.5
1,16,268.5,316.5
2,26,145.5,461.0
0,0,164.5,444.5
1,16,269.5,318.0
2,26,141.5,465.0
0,0,193.0,437.5
1,16,277.5,313.0
2,26,173.5,458.5
0,0,153.0,416.5
1,16,265.5,306.0
2,26,136.5,433.5
0,0,185.0,440.5
1,16,278.0,316.5
2,26,165.5,457.5
0,0,181.0,445.5
1,16,269.5,309.5
2,26,162.0,466.0
0,0,177.5,421.0
1,16,262.5,301.5
2,26,158.0,442.0
0,0,165.0,428.5
1,16,269.0,305.5
2,26,144.5,448.5
0,0,160.5,432.5
1,16,269.0,320.5
2,26,137.5,450.0
0,0,169.0,425.5
1,16,264.5,301.5
2,26,149.0,445.0
0,0,174.0,446.0
1,16,273.5,318.0
2,26,153.5,469.0
0,0,172.5,432.5
1,16,273.0,306.0
2,26,152.5,449.5
0,0,173.0,433.0
1,16,268.0,313.5
2,26,152.5,453.0
0,0,189.5,437.0
1,16,276.5,313.0
2,26,173.0,457.0
0,0,157.0,428.5
1,16,261.0,316.5
2,26,133.5,445.0
0,0,165.5,396.5
1,16,257.5,273.0
2,26,145.5,413.5
0,0,192.5,440.5
1,16,269.0,312.5
2,26,173.5,461.0
0,0,173.5,433.5
1,16,274.0,313.0
2,26,153.0,453.5
0,0,157.5,392.5
1,16,252.5,273.5
2,26,141.0,408.5
0,0,158.0,421.0
1,16,265.0,316.5
2,26,137.5,438.0
0,0,181.0,449.0
1,16,285.0,317.5
2,26,161.0,472.5
0,0,182.0,444.5
1,16,273.5,314.0
2,26,165.0,462.0
0,0,188.5,440.5
1,16,274.0,312.5
2,26,169.0,461.0
0,0,161.0,436.5
1,16,264.5,310.0
2,26,141.0,452.5
0,0,149.0,416.5
1,16,277.0,309.5
2,26,129.5,429.5
0,0,165.5,429.0
1,16,264.5,310.0
2,26,145.5,450.0
0,0,157.0,445.0
1,16,256.5,317.0
2,26,137.5,465.5
0,0,169.5,421.5
1,16,265.0,302.0
2,26,149.0,440.5
0,0,172.5,414.0
1,16,265.0,313.0
2,26,149.5,429.0
0,0,172.5,417.5
1,16,268.5,308.5
2,26,152.5,436.5
0,0,200.5,429.0
1,16,281.0,305.0
2,26,180.5,445.0
0,0,165.0,405.0
1,16,254.0,300.5
2,26,145.0,420.5
0,0,185.0,438.0
1,16,261.0,308.5
2,26,168.5,456.5
0,0,158.0,313.5
1,16,272.5,205.5
2,26,137.0,328.5
0,0,189.0,432.0
1,16,277.5,312.5
2,26,169.0,446.0
0,0,201.5,449.0
1,16,273.5,305.5
2,26,185.5,466.0
0,0,158.0,414.0
1,16,264.5,297.5
2,26,140.5,429.0
0,0,161.0,424.5
1,16,260.5,310.0
2,26,141.5,438.0
0,0,169.0,420.5
1,16,261.5,313.0
2,26,146.0,434.0
0,0,153.5,408.5
1,16,257.0,300.0
2,26,132.5,420.5
0,0,190.0,430.0
1,16,277.0,317.5
2,26,169.0,446.0
0,0,184.5,416.5
1,16,269.0,305.5
2,26,161.5,433.0
0,0,157.5,369.0
1,16,245.5,270.5
2,26,136.5,384.5
0,0,205.5,437.5
1,16,285.0,308.0
2,26,185.0,457.0
0,0,173.5,414.0
1,16,262.0,309.5
2,26,149.5,433.5
0,0,184.5,437.0
1,16,274.0,308.0
2,26,165.0,457.5
0,0,150.0,425.0
1,16,254.0,318.5
2,26,129.5,437.5
0,0,181.5,418.0
1,16,264.5,305.5
2,26,161.0,433.5
0,0,153.5,413.0
1,16,253.5,302.0
2,26,129.5,426.5
0,0,165.5,413.0
1,16,261.5,304.5
2,26,145.0,428.5
0,0,173.0,412.0
1,16,253.5,300.0
2,26,153.0,428.5
0,0,168.0,416.5
1,16,253.0,305.0
2,26,145.0,433.0
0,0,168.5,416.5
1,16,269.0,305.0
2,26,145.0,430.0
0,0,170.0,413.5
1,16,273.0,300.5
2,26,145.5,426.0
0,0,168.5,424.0
1,16,269.0,316.5
2,26,145.0,437.5
0,0,168.5,416.5
1,16,268.5,309.5
2,26,145.5,430.5
0,0,165.0,422.0
1,16,269.5,321.5
2,26,144.5,436.5
0,0,173.5,421.5
1,16,262.0,306.5
2,26,153.0,437.0
0,0,149.5,362.0
1,16,252.5,269.5
2,26,133.0,373.5
0,0,140.5,400.5
1,16,257.5,306.0
2,26,117.5,412.5
0,0,194.0,422.0
1,16,266.0,305.0
2,26,177.0,440.5
0,0,190.5,409.5
1,16,266.0,302.0
2,26,169.5,426.0
0,0,149.0,414.0
1,16,258.0,302.5
2,26,125.5,429.0
0,0,172.5,412.5
1,16,265.5,301.0
2,26,149.5,426.0
0,0,173.0,416.5
1,16,266.0,297.0
2,26,153.0,436.5
0,0,161.5,377.0
1,16,249.0,260.5
2,26,145.0,393.5
0,0,173.5,425.5
1,16,252.5,316.0
2,26,153.5,442.0
0,0,161.0,416.5
1,16,266.0,309.5
2,26,137.0,429.5
0,0,180.0,420.0
1,16,262.0,298.0
2,26,157.0,434.5
0,0,198.0,441.0
1,16,281.5,305.5
2,26,181.0,460.5
0,0,177.5,446.0
1,16,262.0,305.0
2,26,156.5,465.5
0,0,153.0,408.5
1,16,252.5,312.5
2,26,133.0,417.5
0,0,157.5,413.0
1,16,268.5,306.0
2,26,137.5,429.0
0,0,180.5,421.5
1,16,277.5,312.5
2,26,158.0,437.5
0,0,173.0,412.0
1,16,272.0,310.0
2,26,149.5,429.0
0,0,153.5,409.0
1,16,253.0,302.0
2,26,133.0,424.5
0,0,196.5,424.5
1,16,288.5,306.0
2,26,173.5,445.0
0,0,185.0,421.0
1,16,266.0,300.5
2,26,165.0,441.0
0,0,181.5,421.0
1,16,273.5,314.0
2,26,160.5,433.5
0,0,181.0,425.0
1,16,260.5,305.0
2,26,157.5,445.0
0,0,168.5,420.0
1,16,269.0,313.5
2,26,148.5,436.5
0,0,177.0,404.5
1,16,262.0,301.5
2,26,153.5,417.5
0,0,181.0,438.0
1,16,281.5,316.5
2,26,160.5,453.5
0,0,149.0,417.0
1,16,253.0,328.5
2,26,128.5,432.5
0,0,165.0,421.5
1,16,269.0,317.5
2,26,141.5,434.0
0,0,158.5,413.5
1,16,257.0,314.0
2,26,137.5,430.0
0,0,169.5,425.5
1,16,262.5,305.0
2,26,149.0,441.5
0,0,217.0,429.5
1,16,285.5,304.5
2,26,197.0,448.5
0,0,154.5,414.0
1,16,265.5,306.0
2,26,137.0,433.5
0,0,161.0,408.5
1,16,273.5,313.0
2,26,137.5,422.0
0,0,165.5,421.0
1,16,260.5,309.5
2,26,145.0,437.0
0,0,173.0,412.5
1,16,261.0,302.0
2,26,149.5,429.5
0,0,165.5,420.5
1,16,257.5,309.5
2,26,145.0,433.0
0,0,176.5,424.5
1,16,261.5,312.0
2,26,157.0,438.0
0,0,197.0,421.0
1,16,272.5,305.5
2,26,177.0,436.5
0,0,193.0,424.0
1,16,273.0,305.5
2,26,172.5,440.5
0,0,173.0,417.0
1,16,257.0,302.0
2,26,149.5,433.0
0,0,184.5,424.0
1,16,268.5,312.5
2,26,165.5,441.5
0,0,174.0,417.5
1,16,269.5,302.0
2,26,153.5,433.0
0,0,210.0,354.0
1,16,289.0,253.5
2,26,193.0,365.5
0,0,173.0,404.5
1,16,262.0,304.5
2,26,153.5,417.0
