0,1,2,3
0,0,196.5,412.5
1,16,266.0,305.0
2,26,177.5,429.0
0,0,210.0,428.5
1,16,281.0,306.0
2,26,193.0,445.5
0,0,200.5,412.5
1,16,278.0,309.5
2,26,181.5,429.0
0,0,161.0,414.0
1,16,253.0,313.0
2,26,141.0,429.0
0,0,165.0,429.0
1,16,256.5,314.0
2,26,145.5,441.0
0,0,180.5,376.5
1,16,249.5,262.0
2,26,161.5,393.0
0,0,165.0,400.0
1,16,269.0,293.0
2,26,141.5,413.5
0,0,209.5,424.5
1,16,281.0,289.0
2,26,189.5,449.5
0,0,190.0,405.5
1,16,266.0,286.0
2,26,169.0,425.0
0,0,178.0,410.5
1,16,266.0,296.5
2,26,153.5,429.0
0,0,173.5,420.5
1,16,281.5,304.5
2,26,153.0,436.5
0,0,193.5,424.5
1,16,265.5,297.5
2,26,173.5,445.0
0,0,186.5,418.0
1,16,265.5,297.5
2,26,164.5,437.0
0,0,172.5,408.5
1,16,261.0,300.0
2,26,149.0,425.0
0,0,129.0,356.5
1,16,246.0,226.0
2,26,109.5,373.0
0,0,149.0,365.0
1,16,249.0,225.5
2,26,129.5,381.5
0,16,253.0,206.0
0,0,217.5,422.0
1,16,281.0,304.5
2,26,197.5,438.0
0,0,200.5,417.0
1,16,281.0,308.5
2,26,181.0,429.5
0,0,177.0,349.5
1,16,258.0,224.5
2,26,161.0,368.5
0,0,158.0,337.5
1,16,248.5,214.0
2,26,141.0,349.5
0,0,153.0,329.5
1,16,252.5,217.0
2,26,133.5,345.5
0,0,157.5,353.0
1,16,249.5,232.5
2,26,137.0,368.5
0,0,181.5,417.0
1,16,272.5,305.0
2,26,157.0,432.5
0,0,185.5,422.0
1,16,270.0,305.0
2,26,165.5,438.0
0,0,173.0,425.0
1,16,260.5,309.0
2,26,153.0,437.5
0,0,201.0,418.0
1,16,280.5,301.5
2,26,177.5,438.0
0,0,141.5,408.5
1,16,253.0,305.5
2,26,121.0,421.0
0,0,181.0,425.0
1,16,273.5,309.5
2,26,160.5,440.0
0,0,181.5,437.5
1,16,268.5,308.0
2,26,164.5,453.0
0,0,141.0,373.5
1,16,269.0,236.5
2,26,117.5,393.0
0,0,141.0,377.5
1,16,249.0,225.5
2,26,121.5,401.0
0,0,125.5,361.5
1,16,238.0,216.5
2,26,105.0,381.0
0,0,129.5,385.5
1,16,241.0,233.0
2,26,109.5,409.5
0,0,133.5,361.0
1,16,241.0,213.5
2,26,113.5,385.0
0,0,117.5,361.0
1,16,257.0,225.5
2,26,97.5,381.5
0,0,141.0,364.5
1,16,245.0,220.5
2,26,121.0,384.5
0,0,126.0,381.5
1,16,249.0,226.0
2,26,109.0,405.0
0,0,137.0,377.0
1,16,256.5,224.5
2,26,121.5,401.0
0,0,129.5,377.5
1,16,262.0,234.0
2,26,109.5,402.0
0,0,114.0,389.0
1,16,230.0,228.5
2,26,100.5,413.0
0,0,97.5,369.0
1,16,249.5,241.5
2,26,77.0,385.5
0,0,125.0,352.5
1,16,245.5,220.5
2,26,105.0,369.0
0,0,169.5,413.5
1,16,276.5,305.5
2,26,149.0,432.5
0,0,193.5,441.5
1,16,286.0,321.5
2,26,173.0,465.5
0,0,169.5,452.0
1,16,276.5,316.5
2,26,148.5,472.0
0,0,164.5,452.5
1,16,268.5,317.5
2,26,141.5,473.0
0,0,165.5,437.0
1,16,261.0,314.0
2,26,145.5,461.0
0,0,165.5,421.0
1,16,269.5,309.5
2,26,145.5,438.0
0,0,176.5,444.5
1,16,269.5,318.0
2,26,157.0,464.5
0,0,169.5,437.0
1,16,265.0,309.5
2,26,149.5,454.0
0,0,173.5,440.5
1,16,273.5,313.0
2,26,153.5,461.0
0,0,157.5,437.0
1,16,269.5,325.0
2,26,137.0,452.5
0,0,154.0,433.5
1,16,260.5,313.0
2,26,133.5,453.0
0,0,177.0,445.0
1,16,276.5,317.0
2,26,157.5,465.5
0,0,169.0,425.0
1,16,269.5,305.5
2,26,148.5,445.0
0,0,172.5,433.0
1,16,270.0,316.5
2,26,150.0,454.0
0,0,161.0,436.5
1,16,261.0,309.5
2,26,141.5,461.0
0,0,173.0,433.5
1,16,265.5,312.5
2,26,153.0,453.0
0,0,168.5,421.0
1,16,265.0,301.0
2,26,148.5,437.5
0,0,181.5,436.5
1,16,273.5,313.0
2,26,162.0,454.0
0,0,142.0,437.5
1,16,250.0,313.5
2,26,121.0,456.5
0,0,150.0,426.0
1,16,262.0,309.5
2,26,133.0,441.5
0,0,168.5,437.0
1,16,274.0,317.0
2,26,149.0,456.5
0,0,169.5,421.0
1,16,264.5,305.0
2,26,149.0,437.5
0,0,168.5,441.5
1,16,274.0,321.0
2,26,145.5,464.5
0,0,165.5,430.0
1,16,273.5,313.5
2,26,145.0,449.5
0,0,168.5,433.5
1,16,262.0,305.0
2,26,148.5,453.5
0,0,152.5,429.5
1,16,261.0,317.5
2,26,129.5,449.0
0,0,201.0,438.0
1,16,281.0,305.5
2,26,181.0,457.5
0,0,184.5,448.0
1,16,277.5,317.0
2,26,165.0,469.0
0,0,168.5,428.0
1,16,262.0,308.0
2,26,149.0,445.5
0,0,181.0,433.0
1,16,281.5,313.5
2,26,161.0,453.0
0,0,180.5,437.0
1,16,266.0,314.0
2,26,161.0,457.0
0,0,157.0,436.5
1,16,262.0,314.5
2,26,133.5,450.5
0,0,185.5,436.5
1,16,261.5,294.0
2,26,169.0,461.5
0,0,185.5,436.5
1,16,261.5,294.0
2,26,169.0,461.5
0,0,173.0,425.0
1,16,264.5,298.0
2,26,152.5,446.0
0,0,170.0,421.0
1,16,264.5,304.0
2,26,149.0,440.5
0,0,181.0,449.0
1,16,280.5,318.5
2,26,161.0,470.0
0,0,177.0,449.5
1,16,281.0,324.5
2,26,157.0,469.5
0,0,165.0,437.5
1,16,264.5,313.5
2,26,142.0,453.5
0,0,153.5,345.0
1,16,245.0,213.5
2,26,137.0,361.0
0,0,134.0,373.5
1,16,249.5,234.0
2,26,113.0,389.5
0,0,137.5,357.0
1,16,241.0,228.5
2,26,117.0,373.0
0,0,105.0,350.0
1,16,229.0,229.0
2,26,85.5,365.5
0,0,121.5,353.5
1,16,234.0,224.5
2,26,101.0,373.0
0,0,141.0,358.0
1,16,262.0,221.0
2,26,117.5,377.5
0,0,136.5,369.5
1,16,249.0,236.5
2,26,113.0,389.5
0,0,126.0,377.0
1,16,249.0,240.5
2,26,105.0,397.0
0,0,117.5,361.0
1,16,245.5,228.5
2,26,93.5,381.5
0,0,129.5,353.5
1,16,253.5,229.5
2,26,109.0,368.5
0,0,113.5,353.0
1,16,241.0,225.0
2,26,89.5,370.0
0,0,126.0,346.0
1,16,241.0,224.5
2,26,105.5,362.0
0,0,129.0,377.0
1,16,248.5,233.5
2,26,109.0,393.0
0,0,133.5,377.5
1,16,240.5,236.5
2,26,113.0,401.0
0,0,149.5,357.5
1,16,257.0,218.0
2,26,133.0,380.5
0,0,132.5,364.5
1,16,249.5,233.0
2,26,113.0,380.5
0,0,133.0,361.5
1,16,245.5,229.5
2,26,113.5,373.0
0,0,129.0,353.0
1,16,240.5,226.0
2,26,109.5,369.0
0,0,137.0,373.0
1,16,246.0,213.0
2,26,120.5,393.0
0,0,121.5,349.0
1,16,242.0,210.0
2,26,101.5,365.5
0,0,133.5,341.5
1,16,241.0,200.5
2,26,113.5,361.5
0,0,121.0,348.5
1,16,237.5,220.5
2,26,97.0,365.0
0,0,129.5,333.0
1,16,236.5,193.5
2,26,109.0,349.5
0,0,130.0,321.5
1,16,240.5,202.0
2,26,109.0,337.5
0,0,125.5,348.5
1,16,237.5,204.5
2,26,105.0,365.5
0,0,81.0,302.0
1,16,208.5,189.0
2,26,61.5,313.5
0,0,125.0,333.0
1,16,245.0,197.5
2,26,101.0,353.0
0,0,117.5,342.0
1,16,230.0,202.0
2,26,97.0,357.5
0,0,142.0,341.5
1,16,245.0,188.5
2,26,125.5,361.5
0,0,113.5,337.0
1,16,241.5,210.0
2,26,93.0,352.5
0,0,114.0,349.0
1,16,244.5,222.0
2,26,93.5,365.0
0,0,144.5,348.5
1,16,256.5,206.0
2,26,121.5,365.5
0,0,121.0,344.5
1,16,225.0,210.0
2,26,101.0,361.0
0,0,117.5,341.5
1,16,237.5,205.5
2,26,93.0,357.5
0,0,89.5,317.5
1,16,213.5,201.0
2,26,68.5,333.5
0,0,125.5,345.5
1,16,248.5,212.5
2,26,105.5,365.5
0,0,85.0,345.0
1,16,222.0,213.0
2,26,65.0,361.0
0,0,125.0,360.5
1,16,237.5,217.5
2,26,101.5,381.5
0,0,100.5,350.0
1,16,220.5,202.0
2,26,77.0,369.0
0,0,109.0,329.0
1,16,228.5,206.0
2,26,89.0,345.0
0,0,93.5,329.5
1,16,218.0,201.0
2,26,69.0,348.5
0,0,153.0,360.5
1,16,244.5,205.0
2,26,133.0,389.0
0,0,113.0,361.5
1,16,236.5,213.5
2,26,93.0,377.0
0,0,122.0,353.5
1,16,240.5,212.0
2,26,105.0,373.0
0,0,121.5,345.5
1,16,248.5,209.5
2,26,97.5,365.0
0,0,125.5,345.0
1,16,238.0,209.5
2,26,101.5,365.0
0,0,181.5,414.0
1,16,277.0,289.0
2,26,157.0,433.0
0,0,189.0,417.0
1,16,274.0,285.0
2,26,165.0,436.5
0,0,182.0,425.5
1,16,266.5,298.0
2,26,160.5,445.0
0,0,165.5,437.5
1,16,258.0,320.5
2,26,145.0,452.5
0,0,168.5,409.5
1,16,261.5,300.5
2,26,145.0,429.0
0,0,140.0,417.0
1,16,245.0,312.0
2,26,117.0,433.0
0,0,137.0,417.5
1,16,249.5,305.0
2,26,117.0,429.5
0,0,173.0,437.0
1,16,265.5,304.5
2,26,149.0,453.5
0,0,169.5,421.0
1,16,265.0,309.5
2,26,148.5,436.5
0,0,121.0,413.5
1,16,232.5,305.5
2,26,97.0,429.0
0,0,153.0,416.5
1,16,273.5,304.5
2,26,129.0,433.0
0,0,157.0,412.5
1,16,256.5,301.5
2,26,133.0,425.5
0,0,161.5,437.5
1,16,258.0,304.5
2,26,141.0,457.0
0,0,156.5,424.5
1,16,253.0,297.0
2,26,133.0,441.5
0,0,165.0,425.0
1,16,257.5,306.0
2,26,141.5,442.0
0,0,144.5,430.0
1,16,252.5,312.5
2,26,117.5,445.5
0,0,174.0,438.0
1,16,261.5,302.0
2,26,153.5,457.5
0,0,145.0,421.5
1,16,252.5,309.5
2,26,125.0,436.5
0,0,153.5,428.5
1,16,257.5,309.0
2,26,129.5,445.0
0,0,157.0,432.5
1,16,257.5,302.0
2,26,133.5,457.0
0,0,141.0,429.0
1,16,257.5,316.5
2,26,117.5,441.5
0,0,121.5,397.0
1,16,230.0,289.0
2,26,101.0,409.5
0,0,164.5,428.5
1,16,253.5,305.0
2,26,141.0,445.0
0,0,146.0,413.5
1,16,250.0,306.0
2,26,125.0,429.5
0,0,149.5,424.0
1,16,253.5,305.5
2,26,129.0,438.0
0,0,145.5,417.0
1,16,269.0,305.5
2,26,122.0,430.5
0,0,149.0,417.5
1,16,257.0,304.5
2,26,125.5,436.5
0,0,157.5,438.0
1,16,261.0,308.5
2,26,137.0,457.0
0,0,153.0,433.5
1,16,245.5,305.5
2,26,129.5,449.5
0,0,160.5,432.5
1,16,257.0,306.0
2,26,141.0,450.0
0,0,157.5,428.0
1,16,258.0,305.0
2,26,137.5,442.0
0,0,166.0,438.0
1,16,246.0,308.5
2,26,149.0,457.0
0,0,152.5,412.0
1,16,250.0,305.0
2,26,133.0,428.5
0,0,164.5,429.0
1,16,249.5,297.0
2,26,142.0,449.0
0,0,153.5,440.0
1,16,242.0,322.0
2,26,133.0,456.5
0,0,165.5,433.5
1,16,265.0,304.5
2,26,144.5,449.5
0,0,185.0,434.0
1,16,269.0,301.5
2,26,161.5,453.5
0,0,152.5,420.5
1,16,250.0,309.0
2,26,129.5,437.5
0,0,141.5,437.0
1,16,241.0,313.5
2,26,118.0,454.0
0,0,162.0,421.0
1,16,265.0,297.5
2,26,141.5,433.0
0,0,161.5,453.0
1,16,269.5,313.5
2,26,141.0,469.5
0,0,166.0,433.5
1,16,254.0,300.5
2,26,145.0,449.0
0,0,169.0,417.0
1,16,261.0,297.0
2,26,145.5,433.5
0,0,177.5,430.0
1,16,264.5,313.5
2,26,157.0,449.5
0,0,169.0,433.0
1,16,264.5,305.0
2,26,145.0,453.0
0,0,158.0,434.0
1,16,261.0,321.5
2,26,137.0,452.5
0,0,145.0,429.5
1,16,248.5,300.0
2,26,121.0,446.0
0,0,173.0,425.0
1,16,273.0,304.5
2,26,149.0,441.5
0,0,173.0,422.0
1,16,272.5,304.0
2,26,149.0,437.5
0,0,168.5,417.0
1,16,266.0,304.5
2,26,145.0,433.0
0,0,157.0,437.0
1,16,256.5,310.0
2,26,137.0,456.5
0,0,157.0,425.5
1,16,262.0,308.0
2,26,133.5,445.0
0,0,157.5,404.5
1,16,266.0,292.5
2,26,137.0,421.5
0,0,145.0,405.5
1,16,241.5,305.5
2,26,121.0,421.0
0,0,148.5,436.5
1,16,254.0,316.5
2,26,125.0,452.0
0,0,172.5,429.5
1,16,265.5,302.0
2,26,148.5,448.5
0,0,157.5,406.0
1,16,266.0,304.5
2,26,137.0,417.5
0,0,168.5,440.0
1,16,266.0,313.5
2,26,146.0,457.5
0,0,169.5,433.0
1,16,265.0,313.0
2,26,148.5,448.5
0,0,180.5,432.5
1,16,269.0,297.0
2,26,157.5,453.5
0,0,169.5,429.0
1,16,264.5,302.0
2,26,149.0,448.0
0,0,170.5,429.5
1,16,257.0,297.0
2,26,149.0,448.5
0,0,144.5,416.5
1,16,245.0,298.0
2,26,121.0,433.5
0,0,153.5,421.5
1,16,261.5,306.5
2,26,129.5,434.0
0,0,168.5,440.0
1,16,266.0,313.5
2,26,146.0,457.5
0,0,169.5,433.0
1,16,265.0,313.0
2,26,148.5,448.5
0,0,180.5,432.5
1,16,269.0,297.0
2,26,157.5,453.5
0,0,169.5,429.0
1,16,264.5,302.0
2,26,149.0,448.0
0,0,170.5,429.5
1,16,257.0,297.0
2,26,149.0,448.5
0,0,144.5,416.5
1,16,245.0,298.0
2,26,121.0,433.5
0,0,165.0,417.0
1,16,266.0,301.0
2,26,141.5,436.5
0,0,168.5,420.5
1,16,265.0,297.5
2,26,146.0,438.0
0,0,161.5,401.5
1,16,257.5,285.5
2,26,141.5,413.5
0,0,161.5,401.5
1,16,260.5,289.0
2,26,141.0,417.5
0,0,181.0,421.0
1,16,257.0,298.0
2,26,157.5,438.0
0,0,169.5,422.0
1,16,272.5,301.0
2,26,148.5,437.5
0,0,181.5,428.5
1,16,269.5,298.0
2,26,161.0,445.5
0,0,169.0,436.5
1,16,253.0,316.0
2,26,146.0,454.0
0,0,148.5,420.0
1,16,252.5,316.5
2,26,126.0,441.0
0,0,124.5,412.5
1,16,237.5,302.5
2,26,101.0,428.5
0,0,157.0,410.0
1,16,261.0,310.0
2,26,133.5,429.0
0,0,168.5,442.5
1,16,264.5,317.0
2,26,145.5,464.5
0,0,161.5,428.5
1,16,262.0,309.0
2,26,137.0,441.5
0,0,169.0,417.5
1,16,269.0,309.5
2,26,145.5,434.0
0,0,160.5,416.5
1,16,249.0,302.5
2,26,137.0,430.5
0,0,157.5,425.5
1,16,261.0,298.0
2,26,133.5,442.0
0,0,177.5,417.5
1,16,272.5,310.0
2,26,157.0,436.5
0,0,157.0,425.0
1,16,252.5,306.0
2,26,133.5,444.5
0,0,157.0,416.5
1,16,264.5,308.5
2,26,136.5,429.0
0,0,157.0,424.0
1,16,261.5,304.5
2,26,137.0,437.0
0,0,162.0,430.0
1,16,260.5,304.5
2,26,138.0,442.5
0,0,173.0,429.5
1,16,261.5,305.0
2,26,150.0,446.5
0,0,168.5,433.5
1,16,268.0,306.0
2,26,145.0,453.0
0,0,172.5,433.5
1,16,260.5,310.0
2,26,149.0,449.5
0,0,164.5,424.5
1,16,261.0,309.5
2,26,141.5,437.5
0,0,164.5,420.5
1,16,261.0,302.0
2,26,141.0,436.5
0,0,137.5,414.0
1,16,248.5,305.5
2,26,113.5,429.5
0,0,153.0,420.0
1,16,258.0,304.5
2,26,129.5,437.5
0,0,165.0,424.5
1,16,257.5,305.5
2,26,141.5,437.5
0,0,137.5,414.0
1,16,246.0,308.5
2,26,113.5,430.0
0,0,172.5,428.5
1,16,281.0,305.5
2,26,149.0,448.0
0,0,145.5,413.0
1,16,250.0,302.0
2,26,124.5,428.5
0,0,157.0,424.5
1,16,262.0,304.5
2,26,137.0,442.0
0,0,153.5,437.0
1,16,253.0,309.5
2,26,133.0,453.0
0,0,153.0,425.5
1,16,257.5,309.0
2,26,129.0,444.0
0,0,154.0,429.0
1,16,257.0,301.5
2,26,129.5,445.5
0,0,169.5,418.0
1,16,256.5,301.5
2,26,145.0,437.0
0,0,189.5,437.0
1,16,262.0,305.0
2,26,165.5,457.5
0,0,161.5,436.0
1,16,266.0,304.5
2,26,140.5,453.0
0,0,145.0,421.0
1,16,253.0,305.0
2,26,121.5,437.0
0,0,166.0,413.0
1,16,261.0,301.0
2,26,144.5,433.0
0,0,181.5,417.5
1,16,270.0,304.5
2,26,157.5,433.5
0,0,161.5,417.0
1,16,264.5,305.0
2,26,137.5,432.5
0,0,148.5,432.0
1,16,248.5,308.5
2,26,121.5,449.0
0,0,189.0,428.0
1,16,272.5,309.5
2,26,165.5,449.5
0,0,137.0,433.0
1,16,241.5,314.5
2,26,113.5,446.0
0,0,181.0,425.0
1,16,272.5,305.5
2,26,160.5,445.0
0,0,141.0,426.0
1,16,245.0,312.0
2,26,117.5,441.5
0,0,172.5,433.0
1,16,269.0,304.5
2,26,149.0,453.0
0,0,141.5,408.5
1,16,249.0,302.0
2,26,117.5,422.0
0,0,165.5,429.0
1,16,264.5,306.0
2,26,141.0,445.0
0,0,162.0,421.0
1,16,261.5,301.5
2,26,141.5,437.5
0,0,153.0,425.0
1,16,264.5,305.5
2,26,129.5,437.0
0,0,153.0,432.5
1,16,261.0,314.0
2,26,133.0,448.5
0,0,169.0,429.5
1,16,266.0,310.0
2,26,145.0,449.0
0,0,149.0,424.5
1,16,250.0,310.0
2,26,126.0,437.5
0,0,169.0,433.0
1,16,262.0,302.0
2,26,145.5,450.0
0,0,170.0,438.5
1,16,264.5,305.0
2,26,149.5,461.0
0,0,133.0,424.5
1,16,249.5,312.5
2,26,109.0,440.5
0,0,173.0,428.5
1,16,265.0,302.0
2,26,149.5,448.5
0,0,153.0,414.0
1,16,261.0,302.0
2,26,129.0,430.0
0,0,150.5,426.0
1,16,248.5,304.5
2,26,129.5,445.0
0,0,165.5,437.5
1,16,254.0,308.5
2,26,145.0,456.5
0,0,162.0,429.5
1,16,257.5,301.5
2,26,141.5,445.5
