,Nasion,Sella,Porion,Orbitale,Pterygoid,Basion,ANS,PNS,A point,B point,Protuberance menti,Pogonion,Menton,Go-1 Corpuus left,Go-2 Ramus down,Articulare,R3,R1,Maxilla 1 crown,Maxilla 1 root,Mandible 1 crown,Mandible 1 root,Maxilla 6 distal,Maxilla 6 root,Mandible 6 distal,Mandible 6 root,Glabella,Soft tissue naison,Dorsum of nose,pronasale,Colunella,Subnasalle,Soft tissue A point,Labrale superius,Upper lip,Stms,Upper embrasure,Lower embrasure,Stmi,Lower lip,Labial Inferius,Soft tissue b point,Soft tissue pogonion,Soft tissue Gnathion,Soft tissue Menton,Cervical point
0,2.8650100736446666,1.0330832843386832,2.325273988404478,2.9781987771453755,1.5899191775528065,2.492977715206443,0.6680640290402559,1.1692210446091997,1.4482555332043066,3.538833362455814,1.9259691174868394,2.100735550933067,2.337585300104819,3.3770345874002246,3.6588291284657455,2.7925917952810777,5.322624496753833,2.5313098235049343,1.7504466950962971,1.5010067834292995,5.14473132127186,2.8018026322674197,1.989952458755327,1.692974984123936,3.6977570085144245,1.839177138956233,3.3277064825667573,2.604943510005655,1.5945476936979326,3.693910452445656,3.4490974632424294,3.4365804709210153,1.28563983500054,3.8043063074665233,5.991680590555294,4.043042943842073,4.462855690401625,1.8786139454749957,2.764998065547879,3.1939347618942384,5.48111909720894,4.004266931768144,2.6779019276077545,0.9883480950796977,0.7613794587423511,3.709057405853816
1,4.854203903037065,0.7608077989720394,1.1294336409432004,3.6735004337026735,3.247568867488699,4.607444436277021,3.676421699696529,2.0118069053124032,2.5860192447663244,3.655617385100568,3.714282861004821,4.921761533246574,3.540651852070191,4.677494420830001,5.4939690445958,3.4546585297931385,0.9540098734139913,4.319037445460116,2.987706047903075,0.8760418924105657,2.209602426676218,2.909595206561089,0.4118215819774443,2.8461594591080273,1.0517989677220891,6.321900877716528,5.1734010508536885,3.849230394604958,5.998802648071148,5.356942474169329,5.069487748230456,2.569610348881407,1.1685923149022226,2.6762624024702952,6.103717641348514,3.8627152705972474,6.539587456818658,1.3751108260468452,3.430118679357531,5.985664783011905,3.148963864537563,1.5343556503917102,2.6302575451949304,2.491934954138242,7.678705705244931,5.665800004737097
2,1.9342561238223421,4.798617018543276,1.4960437028075102,5.7144542873545,2.3536006339273325,4.599408836693191,0.7378410777751736,2.841966173957028,0.9624305670714997,5.966022754967048,0.6644292122391636,1.6109730620773277,2.2638403666800286,4.392129457540976,2.9352390725577266,4.246403328265758,4.975274173499493,5.682216633409824,1.7475403145963802,0.9602074177863239,3.2902772720769917,3.439347577643518,2.4982947976075396,4.5679653237755655,7.232193257813003,2.4450268619346103,4.1602783896802125,7.4091697321076735,2.60821971324769,6.727805093001247,5.074561191756093,0.5560390582601721,4.403741951556948,5.180509458070652,1.4818608105314444,2.505632683248199,2.6569298831095103,1267.763089066723,4.358950753735119,1.7894397279902083,2.9068391226452612,1.6318569667461504,3.4892439235952133,0.27576160545739936,3.3206094533146424,7.801053728940303
3,3.191204345845579,4.212484597950561,3.152087104564327,1.8942945725653686,2.4020104446736137,7.628876861613805,3.646344858078603,4.529141364278306,4.1781848711227525,2.093788560331118,3.609760636430139,3.469751526781976,2.0129633771730027,10.50914674837324,6.394542351967678,4.409560602115919,2.712994374195307,6.6761232634931265,2.56480729938315,6.36737547059137,3.8614122874378505,3.9043602194689346,2.8629139653748727,4.221402800851735,2.757898279358912,3.5265690347381677,3.611931301863844,1.389887440017401,6.809770750664916,4.040935249758327,5.501855329715906,4.022219886414206,5.690106834108172,4.9530046538543955,4.5380406387289325,6.02949976001329,2.622647588679081,6.084297981690118,4.356675501005529,5.668429680278968,6.8923638943292,6.800899039502886,5.414040624788658,5.111000333471101,4.457801327016641,8.841889399649867
4,1.3229354531920245,2.0166812682698736,3.565568566240674,3.551510184618991,2.6279513825810445,0.7763726184841311,3.188341935630895,0.17805590789898215,1.8564451657815269,3.562622659093591,3.8406443004967548,4.451574832634258,4.756011994664947,4.274805751513112,3.7097618498877165,6.155566479476673,3.776401750175673,1.7091763435755944,3.0864835644993223,7.200486454060342,4.300369631179912,4.976596258960005,3.8147489975568165,2.3978104049593707,5.003135723233176,8.690205082944363,3.195608944256903,3.3184616207978483,4.701538760774434,3.7726154266728242,3.390077841290498,2.044706594332237,2.6204511016921916,7.233844373835302,6.3920181770222415,4.657190646299718,1.8439030789735171,4.4221153496492285,3.4421298816964008,5.837704410244633,1.380063189201738,5.817548364986985,6.43264374671649,2.9395597361501413,2.751780019631777,3.7636423482669343
5,1.1718806724864261,2.8826010275748533,2.1190287021244187,4.342786540360052,2.0322257783484696,5.278998777086143,3.301089898914555,2.4954715081839907,4.470700079788562,1.4043050945354745,1.7747460048936787,3.659197360252011,3.8543201037427304,2.4068102245782375,1.4705997755139755,3.329642580731469,2.6291619819424117,3.2552539902703566,2.4785440274223727,2.281723959298973,3.8864767447143262,5.161452847260477,7.107438785130245,5.112488474804192,2.731547651188116,0.4446522280564109,3.6202390129205115,3.1702423997052063,5.730363274235077,6.862249627095612,2.11744513166612,5.7320098195809654,1.4031752837076261,2.0888198704638525,1.2788864419058217,4.298151830377614,2.4996815116262137,2.0852856724630455,3.7288848281587486,4.422493885065232,5.355427438393865,3.307762098756676,3.5373840294813976,5.937235299064548,3.874459283507889,1.9956827516656943
6,3.5245731411697916,2.260358549858483,2.7268113255418718,3.3629540786856933,2.56457895064511,4.453946847412145,4.584196411629568,5.458304696622712,3.5998671040354053,4.34009537333292,4.688384103629887,4.330517425388716,2.667351372336728,2.6932926297750925,4.6333611781562345,7.244806974845308,2.2625414460239224,5.05765556952584,4.815893094971877,5.184486765374454,4.4884767871489455,1.681253556309528,5.19374498658524,3.03472546301884,5.190909009328633,10.31491060572663,5.590665436042542,6.29006161444832,1.9888692142165525,6.759308650084284,3.455713179236965,2.9023409465676515,2.4725694550633404,3.8758237206061903,6.952929121354193,3.334571462801658,4.51807007027535,3.4830699645918894,3.7081436306813877,4.7091993375865755,7.659928137798598,4.142145109192178,4.844497766683096,2.7057350298337672,5.67304217386548,4.673711926752605
7,2.540262100565386,2.8632793911502663,3.4318401134850944,5.801313461740429,3.008014367542418,3.1645512560690405,1.3946574341660727,1.237289282937504,0.48561512100546006,3.091043993675558,3.4447521545862494,1.5845244321245355,2.5421514641930085,1.7018950717431052,2.401368686511392,4.615671714870609,3.506395962354557,5.0561013243232145,3.4689207369172768,1.3686628376006587,4.181719620097252,2.4234995860210855,3.411602816271302,7.614518495268737,5.895996259940535,7.568955095651161,5.905171551001714,5.389089091100477,0.5990947793162585,4.814729876010797,3.5291198898550467,1.8440802131465053,3.7754106622092762,1.2323015449781067,2.7526932950936858,1.7639269577052188,3.8329315288655765,2.176246575737082,2.654364263675081,2.283988108577465,3.247617977461979,5.513153326223072,3.93095288093274,1.6024776924723547,0.8276625913780196,0.8837851304154548
8,2.100918359924383,0.6423711803102252,2.760590917089271,0.5487633162950529,5.052431056439206,1.831401897009206,3.3798462925287476,2.874626271649183,0.5338356048452076,3.2387898227216314,1.5529670841278853,3.820379968809958,3.261294295550979,5.003086758611045,2.396962593937277,0.8160125309785528,5.789472595715512,1.2447411041072722,0.12030779797933981,1.4524316215106,0.35614406045790986,5.06981190809199,0.976886367319779,2.5396592973125665,3.426343300825377,6.263008082267273,1.2957516853372693,3.8726357719080706,5.163750311937898,7.305229890567764,5.643119739651427,2.1210905689878965,5.144001393797632,4.85245407681812,2.9968447070554083,2.398120608650275,2.8129865559983567,2.203725506512718,4.847384800202981,6.1657815787543075,5.832926168951029,6.813200168544821,5.5931333423481755,1.5736308131328027,1.6870439055030428,2.2634497540855563
9,3.7779657410576983,5.845537744905561,5.52180991283944,2.42189593672904,1.2585771222003204,1.1585269840337196,0.6037176384582819,6.365090093089802,3.611001075500143,5.5121323901750925,6.902485113942348,4.940180754524317,4.003138792382903,3.5809427097517865,4.178300606699646,2.0116921095097595,7.151292605125245,6.1279737586808825,5.870397509899222,3.1527237651918045,0.6531827578048794,4.819980415900927,5.568890116449748,4.958273974393965,3.231979579857146,4.064323789130899,6.718344115848324,4.531012954312163,0.9647742385237025,5.878118903548722,1.965473032359691,1.3424738028578704,1.2795965897716237,1.7311791322468035,3.5201535447586916,1.517761044205671,7.0945054855282095,18.132010780425382,12.488300621808552,11.52322303568019,21.03845922419672,27.854390684468125,25.099381923474144,22.744689209119272,58.254386891947476,1256.0931494120966
